bits,seed,algorithm,n,success,runtime_seconds,iteration_count,gcd_calls,modular_multiplies
28,1,smt_convolution_b16,186233353,True,0.11489,1,0,7
28,1,smt_convolution_b256,186233353,True,0.071238,1,0,4
28,2,smt_convolution_raw,154796111,True,0.447552,1,0,0
28,2,smt_convolution_b16,154796111,True,0.391522,1,0,7
28,2,smt_convolution_b256,154796111,True,0.745773,1,0,4
28,3,smt_convolution_raw,158361157,True,0.277859,1,0,0
28,3,smt_convolution_b16,158361157,True,0.066442,1,0,7
28,3,smt_convolution_b256,158361157,True,0.075551,1,0,4
28,4,smt_convolution_raw,91724123,True,0.052945,1,0,0
28,4,smt_convolution_b16,91724123,True,0.086836,1,0,7
28,4,smt_convolution_b256,91724123,True,0.496246,1,0,4
28,5,smt_convolution_raw,157348801,True,0.494726,1,0,0
28,5,smt_convolution_b16,157348801,True,0.251292,1,0,7
28,5,smt_convolution_b256,157348801,True,0.068268,1,0,4
28,6,smt_convolution_raw,201398581,True,0.677912,1,0,0
28,6,smt_convolution_b16,201398581,True,0.279351,1,0,7
28,6,smt_convolution_b256,201398581,True,0.065781,1,0,4
28,7,smt_convolution_raw,93610477,True,0.082133,1,0,0
28,7,smt_convolution_b16,93610477,True,0.347884,1,0,7
28,7,smt_convolution_b256,93610477,True,0.264769,1,0,4
28,8,smt_convolution_raw,151158229,True,0.331928,1,0,0
28,8,smt_convolution_b16,151158229,True,0.09337,1,0,7
28,8,smt_convolution_b256,151158229,True,0.318359,1,0,4
28,9,smt_convolution_raw,178442093,True,0.999155,1,0,0
28,9,smt_convolution_b16,178442093,True,0.87898,1,0,7
28,9,smt_convolution_b256,178442093,True,0.407956,1,0,4
28,10,smt_convolution_raw,120243421,True,0.337129,1,0,0
28,10,smt_convolution_b16,120243421,True,0.092312,1,0,7
28,10,smt_convolution_b256,120243421,True,0.295807,1,0,4
28,11,smt_convolution_raw,179301191,True,0.511342,1,0,0
28,11,smt_convolution_b16,179301191,True,0.361807,1,0,7
28,11,smt_convolution_b256,179301191,True,0.05915,1,0,4
28,12,smt_convolution_raw,91275901,True,0.04433,1,0,0
28,12,smt_convolution_b16,91275901,True,0.208278,1,0,7
28,12,smt_convolution_b256,91275901,True,0.281824,1,0,4
28,13,smt_convolution_raw,125686469,True,0.593249,1,0,0
28,13,smt_convolution_b16,125686469,True,0.447999,1,0,7
28,13,smt_convolution_b256,125686469,True,0.12936,1,0,4
28,14,smt_convolution_raw,124855943,True,0.225595,1,0,0
28,14,smt_convolution_b16,124855943,True,0.094426,1,0,7
28,14,smt_convolution_b256,124855943,True,0.191764,1,0,4
28,15,smt_convolution_raw,130525567,True,0.174825,1,0,0
28,15,smt_convolution_b16,130525567,True,0.392673,1,0,7
28,15,smt_convolution_b256,130525567,True,0.045779,1,0,4
28,16,smt_convolution_raw,128539657,True,0.468077,1,0,0
28,16,smt_convolution_b16,128539657,True,0.073303,1,0,7
28,16,smt_convolution_b256,128539657,True,0.27762,1,0,4
28,17,smt_convolution_raw,173975371,True,0.124547,1,0,0
28,17,smt_convolution_b16,173975371,True,0.778893,1,0,7
28,17,smt_convolution_b256,173975371,True,0.927791,1,0,4
28,18,smt_convolution_raw,120951757,True,0.297541,1,0,0
28,18,smt_convolution_b16,120951757,True,0.826688,1,0,7
28,18,smt_convolution_b256,120951757,True,0.278053,1,0,4
28,19,smt_convolution_raw,86711063,True,0.159834,1,0,0
28,19,smt_convolution_b16,86711063,True,0.398554,1,0,7
28,19,smt_convolution_b256,86711063,True,0.106512,1,0,4
28,20,smt_convolution_raw,144911027,True,0.435121,1,0,0
28,20,smt_convolution_b16,144911027,True,0.334388,1,0,7
28,20,smt_convolution_b256,144911027,True,0.323769,1,0,4
28,21,smt_convolution_raw,151529327,True,0.373727,1,0,0
28,21,smt_convolution_b16,151529327,True,0.122134,1,0,7
28,21,smt_convolution_b256,151529327,True,0.3867,1,0,4
28,22,smt_convolution_raw,243238987,True,0.781085,1,0,0
28,22,smt_convolution_b16,243238987,True,0.418598,1,0,7
28,22,smt_convolution_b256,243238987,True,0.419126,1,0,4
28,23,smt_convolution_raw,201116081,True,0.233602,1,0,0
28,23,smt_convolution_b16,201116081,True,0.206976,1,0,7
28,23,smt_convolution_b256,201116081,True,0.345251,1,0,4
28,24,smt_convolution_raw,225138517,True,0.148317,1,0,0
28,24,smt_convolution_b16,225138517,True,0.073618,1,0,7
28,24,smt_convolution_b256,225138517,True,0.18158,1,0,4
28,25,smt_convolution_raw,121317467,True,0.401338,1,0,0
28,25,smt_convolution_b16,121317467,True,0.310969,1,0,7
28,25,smt_convolution_b256,121317467,True,0.290085,1,0,4
28,26,smt_convolution_raw,238061491,True,0.077751,1,0,0
28,26,smt_convolution_b16,238061491,True,0.283941,1,0,7
28,26,smt_convolution_b256,238061491,True,0.465186,1,0,4
28,27,smt_convolution_raw,108049873,True,0.251101,1,0,0
28,27,smt_convolution_b16,108049873,True,0.422795,1,0,7
28,27,smt_convolution_b256,108049873,True,0.212028,1,0,4
28,28,smt_convolution_raw,108749383,True,0.117435,1,0,0
28,28,smt_convolution_b16,108749383,True,0.227373,1,0,7
28,28,smt_convolution_b256,108749383,True,0.280842,1,0,4
28,29,smt_convolution_raw,130815101,True,0.189637,1,0,0
28,29,smt_convolution_b16,130815101,True,0.167781,1,0,7
28,29,smt_convolution_b256,130815101,True,0.152225,1,0,4
28,30,smt_convolution_raw,124577797,True,0.451873,1,0,0
28,30,smt_convolution_b16,124577797,True,0.335918,1,0,7
28,30,smt_convolution_b256,124577797,True,0.303504,1,0,4
28,31,smt_convolution_raw,183111193,True,0.124655,1,0,0
28,31,smt_convolution_b16,183111193,True,0.265043,1,0,7
28,31,smt_convolution_b256,183111193,True,0.328917,1,0,4
28,32,smt_convolution_raw,124497299,True,0.210457,1,0,0
28,32,smt_convolution_b16,124497299,True,0.314167,1,0,7
28,32,smt_convolution_b256,124497299,True,0.224552,1,0,4
28,33,smt_convolution_raw,214772893,True,0.207463,1,0,0
28,33,smt_convolution_b16,214772893,True,0.391189,1,0,7
28,33,smt_convolution_b256,214772893,True,0.18059,1,0,4
28,34,smt_convolution_raw,202897663,True,0.157771,1,0,0
28,34,smt_convolution_b16,202897663,True,0.159861,1,0,7
28,34,smt_convolution_b256,202897663,True,0.353557,1,0,4
28,35,smt_convolution_raw,193985851,True,0.100916,1,0,0
28,35,smt_convolution_b16,193985851,True,0.519757,1,0,7
28,35,smt_convolution_b256,193985851,True,0.468536,1,0,4
28,36,smt_convolution_raw,175699957,True,0.387783,1,0,0
28,36,smt_convolution_b16,175699957,True,0.125142,1,0,7
28,36,smt_convolution_b256,175699957,True,0.55606,1,0,4
28,37,smt_convolution_raw,121819219,True,0.149409,1,0,0
28,37,smt_convolution_b16,121819219,True,0.407077,1,0,7
28,37,smt_convolution_b256,121819219,True,0.519219,1,0,4
28,38,smt_convolution_raw,158108407,True,0.056425,1,0,0
28,38,smt_convolution_b16,158108407,True,0.092558,1,0,7
28,38,smt_convolution_b256,158108407,True,0.142736,1,0,4
28,39,smt_convolution_raw,132389867,True,0.388475,1,0,0
28,39,smt_convolution_b16,132389867,True,0.346514,1,0,7
28,39,smt_convolution_b256,132389867,True,0.713816,1,0,4
28,40,smt_convolution_raw,106394443,True,0.11582,1,0,0
28,40,smt_convolution_b16,106394443,True,0.116949,1,0,7
28,40,smt_convolution_b256,106394443,True,0.067486,1,0,4
28,41,smt_convolution_raw,177155873,True,0.436973,1,0,0
28,41,smt_convolution_b16,177155873,True,0.456602,1,0,7
28,41,smt_convolution_b256,177155873,True,0.286463,1,0,4
28,42,smt_convolution_raw,127285073,True,0.129978,1,0,0
28,42,smt_convolution_b16,127285073,True,0.249163,1,0,7
28,42,smt_convolution_b256,127285073,True,0.229144,1,0,4
28,43,smt_convolution_raw,111786667,True,0.159185,1,0,0
28,43,smt_convolution_b16,111786667,True,0.229181,1,0,7
28,43,smt_convolution_b256,111786667,True,0.311809,1,0,4
28,44,smt_convolution_raw,86087663,True,0.035395,1,0,0
28,44,smt_convolution_b16,86087663,True,0.310303,1,0,7
28,44,smt_convolution_b256,86087663,True,0.090374,1,0,4
28,45,smt_convolution_raw,204716989,True,0.331675,1,0,0
28,45,smt_convolution_b16,204716989,True,0.339275,1,0,7
28,45,smt_convolution_b256,204716989,True,0.15381,1,0,4
28,46,smt_convolution_raw,135840941,True,0.539752,1,0,0
28,46,smt_convolution_b16,135840941,True,0.48002,1,0,7
28,46,smt_convolution_b256,135840941,True,0.264467,1,0,4
28,47,smt_convolution_raw,189125569,True,0.233045,1,0,0
28,47,smt_convolution_b16,189125569,True,0.144856,1,0,7
28,47,smt_convolution_b256,189125569,True,0.144154,1,0,4
28,48,smt_convolution_raw,102126977,True,0.357494,1,0,0
28,48,smt_convolution_b16,102126977,True,0.28075,1,0,7
28,48,smt_convolution_b256,102126977,True,0.39025,1,0,4
28,49,smt_convolution_raw,103229771,True,0.340322,1,0,0
28,49,smt_convolution_b16,103229771,True,0.563798,1,0,7
28,49,smt_convolution_b256,103229771,True,0.308623,1,0,4
32,0,smt_convolution_raw,3898166903,True,1.892388,1,0,0
32,0,smt_convolution_b16,3898166903,True,4.537943,1,0,8
32,0,smt_convolution_b256,3898166903,True,3.287836,1,0,4
32,1,smt_convolution_raw,2129641313,True,0.211954,1,0,0
32,1,smt_convolution_b16,2129641313,True,0.915633,1,0,8
32,1,smt_convolution_b256,2129641313,True,1.535956,1,0,4
32,2,smt_convolution_raw,2991802327,True,0.375898,1,0,0
32,2,smt_convolution_b16,2991802327,True,2.391668,1,0,8
32,2,smt_convolution_b256,2991802327,True,1.884134,1,0,4
32,3,smt_convolution_raw,2313289679,True,2.77858,1,0,0
32,3,smt_convolution_b16,2313289679,True,0.327319,1,0,8
32,3,smt_convolution_b256,2313289679,True,0.689958,1,0,4
32,4,smt_convolution_raw,2256254821,True,0.534064,1,0,0
32,4,smt_convolution_b16,2256254821,True,1.433371,1,0,8
32,4,smt_convolution_b256,2256254821,True,1.762063,1,0,4
32,5,smt_convolution_raw,2248245079,True,0.276807,1,0,0
32,5,smt_convolution_b16,2248245079,True,2.35903,1,0,8
32,5,smt_convolution_b256,2248245079,True,2.232425,1,0,4
32,6,smt_convolution_raw,2085462839,True,1.808781,1,0,0
32,6,smt_convolution_b16,2085462839,True,1.02468,1,0,8
32,6,smt_convolution_b256,2085462839,True,1.04289,1,0,4
32,7,smt_convolution_raw,2232122027,True,1.326049,1,0,0
32,7,smt_convolution_b16,2232122027,True,0.60769,1,0,8
32,7,smt_convolution_b256,2232122027,True,2.094609,1,0,4
32,8,smt_convolution_raw,1574193497,True,1.246454,1,0,0
32,8,smt_convolution_b16,1574193497,True,1.694625,1,0,8
32,8,smt_convolution_b256,1574193497,True,0.635473,1,0,4
32,9,smt_convolution_raw,1947603509,True,2.058532,1,0,0
32,9,smt_convolution_b16,1947603509,True,1.039365,1,0,8
32,9,smt_convolution_b256,1947603509,True,1.187131,1,0,4
32,10,smt_convolution_raw,1311506281,True,0.976603,1,0,0
32,10,smt_convolution_b16,1311506281,True,0.284014,1,0,8
32,10,smt_convolution_b256,1311506281,True,1.265619,1,0,4
32,11,smt_convolution_raw,2904764189,True,0.704539,1,0,0
32,11,smt_convolution_b16,2904764189,True,1.808907,1,0,8
32,11,smt_convolution_b256,2904764189,True,0.867283,1,0,4
32,12,smt_convolution_raw,1864478989,True,0.587735,1,0,0
32,12,smt_convolution_b16,1864478989,True,0.265759,1,0,8
32,12,smt_convolution_b256,1864478989,True,1.865781,1,0,4
32,13,smt_convolution_raw,2360461949,True,3.092553,1,0,0
32,13,smt_convolution_b16,2360461949,True,1.067854,1,0,8
32,13,smt_convolution_b256,2360461949,True,3.087347,1,0,4
32,14,smt_convolution_raw,2450844163,True,1.565442,1,0,0
32,14,smt_convolution_b16,2450844163,True,0.531766,1,0,8
32,14,smt_convolution_b256,2450844163,True,2.098149,1,0,4
32,15,smt_convolution_raw,2553536173,True,3.862055,1,0,0
32,15,smt_convolution_b16,2553536173,True,2.29674,1,0,8
32,15,smt_convolution_b256,2553536173,True,1.330354,1,0,4
32,16,smt_convolution_raw,2056920097,True,1.865138,1,0,0
32,16,smt_convolution_b16,2056920097,True,0.442812,1,0,8
32,16,smt_convolution_b256,2056920097,True,0.853483,1,0,4
32,17,smt_convolution_raw,2598162043,True,3.401331,1,0,0
32,17,smt_convolution_b16,2598162043,True,2.331522,1,0,8
32,17,smt_convolution_b256,2598162043,True,3.354922,1,0,4
32,18,smt_convolution_raw,2163727561,True,0.467333,1,0,0
32,18,smt_convolution_b16,2163727561,True,1.582444,1,0,8
32,18,smt_convolution_b256,2163727561,True,0.281011,1,0,4
32,19,smt_convolution_raw,1831382717,True,0.276773,1,0,0
32,19,smt_convolution_b16,1831382717,True,0.312251,1,0,8
32,19,smt_convolution_b256,1831382717,True,0.492244,1,0,4
32,20,smt_convolution_raw,1885085767,True,1.515077,1,0,0
32,20,smt_convolution_b16,1885085767,True,1.538587,1,0,8
32,20,smt_convolution_b256,1885085767,True,0.340075,1,0,4
32,21,smt_convolution_raw,2621756219,True,2.157607,1,0,0
32,21,smt_convolution_b16,2621756219,True,1.453875,1,0,8
32,21,smt_convolution_b256,2621756219,True,1.594174,1,0,4
32,22,smt_convolution_raw,4062360737,True,0.855263,1,0,0
32,22,smt_convolution_b16,4062360737,True,1.485021,1,0,8
32,22,smt_convolution_b256,4062360737,True,1.831398,1,0,4
32,23,smt_convolution_raw,3137649637,True,3.512734,1,0,0
32,23,smt_convolution_b16,3137649637,True,0.596082,1,0,8
32,23,smt_convolution_b256,3137649637,True,3.170399,1,0,4
32,24,smt_convolution_raw,3785309357,True,0.920065,1,0,0
32,24,smt_convolution_b16,3785309357,True,0.255803,1,0,8
32,24,smt_convolution_b256,3785309357,True,0.763444,1,0,4
32,25,smt_convolution_raw,1700909599,True,2.022151,1,0,0
32,25,smt_convolution_b16,1700909599,True,2.362318,1,0,8
32,25,smt_convolution_b256,1700909599,True,1.998145,1,0,4
32,26,smt_convolution_raw,1620077279,True,0.173614,1,0,0
32,26,smt_convolution_b16,1620077279,True,0.373555,1,0,8
32,26,smt_convolution_b256,1620077279,True,1.957949,1,0,4
32,27,smt_convolution_raw,2729158283,True,1.334069,1,0,0
32,27,smt_convolution_b16,2729158283,True,1.611758,1,0,8
32,27,smt_convolution_b256,2729158283,True,2.220654,1,0,4
32,28,smt_convolution_raw,3009476251,True,2.741064,1,0,0
32,28,smt_convolution_b16,3009476251,True,0.931655,1,0,8
32,28,smt_convolution_b256,3009476251,True,1.718803,1,0,4
32,29,smt_convolution_raw,2454185819,True,0.684406,1,0,0
32,29,smt_convolution_b16,2454185819,True,0.629651,1,0,8
32,29,smt_convolution_b256,2454185819,True,3.110769,1,0,4
32,30,smt_convolution_raw,1941037409,True,1.170874,1,0,0
32,30,smt_convolution_b16,1941037409,True,0.420093,1,0,8
32,30,smt_convolution_b256,1941037409,True,2.130085,1,0,4
32,31,smt_convolution_raw,1495290397,True,0.798323,1,0,0
32,31,smt_convolution_b16,1495290397,True,1.719586,1,0,8
32,31,smt_convolution_b256,1495290397,True,0.181433,1,0,4
32,32,smt_convolution_raw,2778926473,True,1.454948,1,0,0
32,32,smt_convolution_b16,2778926473,True,0.662814,1,0,8
32,32,smt_convolution_b256,2778926473,True,2.84934,1,0,4
32,33,smt_convolution_raw,3701153173,True,0.395984,1,0,0
32,33,smt_convolution_b16,3701153173,True,5.086401,1,0,8
32,33,smt_convolution_b256,3701153173,True,2.066998,1,0,4
32,34,smt_convolution_raw,1659942013,True,3.606005,1,0,0
32,34,smt_convolution_b16,1659942013,True,0.354517,1,0,8
32,34,smt_convolution_b256,1659942013,True,0.605251,1,0,4
32,35,smt_convolution_raw,2262437729,True,0.335734,1,0,0
32,35,smt_convolution_b16,2262437729,True,0.276937,1,0,8
32,35,smt_convolution_b256,2262437729,True,3.577767,1,0,4
32,36,smt_convolution_raw,2968785683,True,1.12224,1,0,0
32,36,smt_convolution_b16,2968785683,True,0.435585,1,0,8
32,36,smt_convolution_b256,2968785683,True,0.565221,1,0,4
32,37,smt_convolution_raw,2441398213,True,1.732983,1,0,0
32,37,smt_convolution_b16,2441398213,True,1.87172,1,0,8
32,37,smt_convolution_b256,2441398213,True,2.283061,1,0,4
32,38,smt_convolution_raw,1945529941,True,0.98455,1,0,0
32,38,smt_convolution_b16,1945529941,True,2.028561,1,0,8
32,38,smt_convolution_b256,1945529941,True,0.093959,1,0,4
32,39,smt_convolution_raw,1998534383,True,0.110435,1,0,0
32,39,smt_convolution_b16,1998534383,True,0.944959,1,0,8
32,39,smt_convolution_b256,1998534383,True,2.189664,1,0,4
32,40,smt_convolution_raw,3147705109,True,3.1602,1,0,0
32,40,smt_convolution_b16,3147705109,True,1.328451,1,0,8
32,40,smt_convolution_b256,3147705109,True,1.805429,1,0,4
32,41,smt_convolution_raw,2380660109,True,1.687389,1,0,0
32,41,smt_convolution_b16,2380660109,True,2.420498,1,0,8
32,41,smt_convolution_b256,2380660109,True,2.501368,1,0,4
32,42,smt_convolution_raw,2369625997,True,2.023944,1,0,0
32,42,smt_convolution_b16,2369625997,True,0.636652,1,0,8
32,42,smt_convolution_b256,2369625997,True,2.075604,1,0,4
32,43,smt_convolution_raw,2267623789,True,2.53131,1,0,0
32,43,smt_convolution_b16,2267623789,True,3.473493,1,0,8
32,43,smt_convolution_b256,2267623789,True,0.397544,1,0,4
32,44,smt_convolution_raw,2160758659,True,1.592866,1,0,0
32,44,smt_convolution_b16,2160758659,True,1.956476,1,0,8
32,44,smt_convolution_b256,2160758659,True,1.301751,1,0,4
32,45,smt_convolution_raw,1383830389,True,1.03067,1,0,0
32,45,smt_convolution_b16,1383830389,True,0.044279,1,0,8
32,45,smt_convolution_b256,1383830389,True,1.128927,1,0,4
32,46,smt_convolution_raw,2485386863,True,0.094839,1,0,0
32,46,smt_convolution_b16,2485386863,True,1.627934,1,0,8
32,46,smt_convolution_b256,2485386863,True,1.523602,1,0,4
32,47,smt_convolution_raw,3026043079,True,2.620887,1,0,0
32,47,smt_convolution_b16,3026043079,True,2.983538,1,0,8
32,47,smt_convolution_b256,3026043079,True,1.848032,1,0,4
32,48,smt_convolution_raw,2213045251,True,2.205898,1,0,0
32,48,smt_convolution_b16,2213045251,True,1.535903,1,0,8
32,48,smt_convolution_b256,2213045251,True,4.425532,1,0,4
32,49,smt_convolution_raw,1749514913,True,1.948512,1,0,0
32,49,smt_convolution_b16,1749514913,True,1.220701,1,0,8
32,49,smt_convolution_b256,1749514913,True,1.238881,1,0,4
